code;description;type;family;a;b
BKAD23;Breakfast - Adult;FRS;Z;false;false
BKAD24;Breakfast - Adult;FRS;Z;false;false
BKAD25;Breakfast - Adult;FRS;Z;false;false
BKAD26;Breakfast - Adult;FRS;Z;false;false
BKCD01;Breakfast Credit;FRS;Z;false;false
BKCH01;Breakfast Child;FRS;Z;false;false
BKCH02;Breakfast Child;FRS;Z;false;false
BKCH03;Breakfast Child;FRS;Z;false;false
BKCH04;Breakfast Child;FRS;Z;false;false
BKCH05;Breakfast Child;FRS;Z;false;false
BKCH06;Breakfast Child;FRS;Z;false;false
BKCH07;Breakfast Child;FRS;Z;false;false
BKCH08;Breakfast Child;FRS;Z;false;false
BOWI01;Bottle of Wine;FRS;Z;false;false
BOWI02;Bottle of Wine;FRS;Z;false;false
BPGRA1;Breakfast Plan Grats - Adult;FRS;Z;false;false
BPGRA2;Breakfast Plan Grats - Adult;FRS;Z;false;false
BPGRA3;Breakfast Plan Grats - Adult;FRS;Z;false;false
BPGRA4;Breakfast Plan Grats - Adult;FRS;Z;false;false
BPGRA5;Breakfast Plan Grats - Adult;FRS;Z;false;false
BPGRA6;Breakfast Plan Grats - Adult;FRS;Z;false;false
BPGRA7;Breakfast Plan Grats - Adult;FRS;Z;false;false
BPGRA8;Breakfast Plan Grats - Adult;FRS;Z;false;false
BPGRA9;Breakfast Plan Grats - Adult;FRS;Z;false;false
BRGR01;Breakfast Gratuities;FRS;Z;false;false
BRGR02;Breakfast Gratuities;FRS;Z;false;false
BRGR03;Breakfast Gratuities;FRS;Z;false;false
BRGR04;Breakfast GratuitieS;FRS;Z;false;false
BRGR05;Breakfast Gratuities;FRS;Z;false;false
BRGR06;Breakfast Gratuities;FRS;Z;false;false
BRGR07;Breakfast Gratuities;FRS;Z;false;false
BRGR08;Breakfast Gratuities;FRS;Z;false;false
BRGR09;Breakfast Gratuities;FRS;Z;false;false
BRGR10;Breakfast Gratuities;FRS;Z;false;false
BRPLA1;Breakfast Plan - Adult;FRS;Z;false;false
BRPLA2;Breakfast Plan - Adult;FRS;Z;false;false
BRPLA3;Breakfast Plan - Adult;FRS;Z;false;false
BRPLA4;Breakfast Plan - Adult;FRS;Z;false;false
BRPLA5;Breakfast Plan - Adult;FRS;Z;false;false
BRPLA6;Breakfast Plan - Adult;FRS;Z;false;false
BRPLA7;Breakfast Plan - Adult;FRS;Z;false;false
BRUAD1;Brunch Adult;FRS;Z;false;false
BUPA01;Business Package;FRS;Z;false;false
BUPA02;Business Package;FRS;Z;false;false
BUPA03;Business Package;FRS;Z;false;false
CACHIP;Casino Chips;FRS;Z;false;false
CANDL1;Candle;FRS;Z;false;false
CBREAK;Breakfast Adult Free;FRS;B;false;false
CEFP01;Celebration;FRS;Z;false;false
CHAFT1;Champagne Afternoon;FRS;Z;false;false
CHAMP;Champagne;FRS;Z;false;false
CHAMP1;Champagne;FRS;Z;false;false
CHAMP2;Champagne;FRS;Z;false;false
CHAMP3;Champagne;FRS;Z;false;false
CHBRA1;Christmas Brunch Adult;FRS;Z;false;false
CHBRC1;Christmas Brunch Child;FRS;Z;false;false
CHBRC2;Christmas Brunch Youth (13-18
CHCR01;Christmas Cracker;FRS;Z;false;false
CHDGA1;Christmas Dinner Gratuities Adult;FRS;Z;false;false
CHDGC1;Christmas Dinner Gratuities Child;FRS;Z;false;false
CHDIA1;Christmas Dinner Adult;FRS;Z;false;false
CHDIC1;Christmas Dinner Child;FRS;Z;false;false
CHDIC2;Christmas Dinner Youth (13-18
CHEES1;Cheese Plate;FRS;Z;false;false
CHEES2;Cheese Plate;FRS;Z;false;false
CHEES3;Cheese Plate;FRS;Z;false;false
CHERR1;Hand Dipped Cherries;FRS;Z;false;false
CHOCO;Chocolat;FRS;Z;false;false
CHOCO1;Chocolat;FRS;Z;false;false
CHOST1;Chocolate Covered Strawberries;FRS;Z;false;false
CHRCP1;Christmas Reception - Adult;FRS;Z;false;false
CHST01;Champagne and Strawberries;FRS;Z;false;false
CINE2;CINEMA MOVIE;FRS;Z;false;false
CLBA01;Celebration Allowance;FRS;Z;false;false
COF01;Coffee break;FRS;Z;false;false
COFE03;Coffee;FRS;Z;false;false
COFE1;Coffee;FRS;Z;false;false
COFE2;Coffee;FRS;Z;false;false
COFE3;Coffee;FRS;Z;false;false
CONN01;Connecting Rooms;FRS;Z;false;false
CONN02;Connecting Rooms;FRS;Z;false;false
CONN03;Connecting Rooms;FRS;Z;false;false
CONNO1;Connoiseur;FRS;Z;false;false
CONNO2;Connoisseur;FRS;Z;false;false
CONNO3;Connoisseur;FRS;Z;false;false
COOK01;Cooking Demo;FRS;Z;false;false
COPA01;Cocktail Package;FRS;Z;false;false
COPA02;Cocktail Package;FRS;Z;false;false
COPA03;Cocktail Package;FRS;Z;false;false
COPA04;Cocktail Package;FRS;Z;false;false
COPA05;Cocktail Package;FRS;Z;false;false
CORPO;Contrat Corpo;FRS;Z;false;false
CORPO1;Contrat Corpo;FRS;Z;false;false
CORPO2;Contrat Corpo;FRS;Z;false;false
CORPO3;Contrat Corpo;FRS;Z;false;false
CORPO4;Contrat Corpo;FRS;Z;false;false
CRBK1;Corporate Brokers;FRS;Z;false;false
CRBK2;Corporate Brokers;FRS;Z;false;false
CRBK3;Corporate Brokers;FRS;Z;false;false
CRBK4;Corporate Brokers;FRS;Z;false;false
CRBK5;Corporate Brokers;FRS;Z;false;false
CRBK6;Corporate Brokers;FRS;Z;false;false
CRBK7;Corporate Brokers;FRS;Z;false;false
CREDI1;Credit;FRS;Z;false;false
CREDIT;Credit;FRS;Z;false;false
CVCA01;Convencion Allowance;FRS;Z;false;false
CVCA02;Convencion Allowance;FRS;Z;false;false
CVCB01;Convencion Coffee Break;FRS;Z;false;false
CVCFP1;Convencion FP;FRS;Z;false;false
CVCFP2;Convencion FP;FRS;Z;false;false
CVCM01;Convencion Morning;FRS;Z;false;false
CYPA01;Cycling Package;FRS;Z;false;false
DACR01;Daily Credit;FRS;Z;false;false
DACR02;Daily Credit;FRS;Z;false;false
DACR03;Daily Credit;FRS;Z;false;false
DACR04;Daily Credit;FRS;Z;false;false
DACR05;Daily Credit;FRS;Z;false;false
DACR06;Daily Credit;FRS;Z;false;false
DACR07;Daily Credit;FRS;Z;false;false
DACR08;Daily Credit;FRS;Z;false;false
DACR09;Daily Credit;FRS;Z;false;false
DACR10;Daily Credit;FRS;Z;false;false
DASKA1;Jasper Dark Sky Plateau for 1 Adult;FRS;Z;false;false
DASKC1;Jasper Dark Sky Plateau - Child;FRS;Z;false;false
DASKC2;Jasper Dark Sky Plateau - Child;FRS;Z;false;false
DBREAK;ACCOR PLUS BREAKFAST ADULT;FRS;B;false;false
DEMED1;Department Medecine;FRS;Z;false;false
DEMED2;Department Medecine;FRS;Z;false;false
DEVOA1;Devour Gala Dinner Adult;FRS;Z;false;false
DEVOC1;Devour Gala Dinner Child;FRS;Z;false;false
DIAD01;Dinner Adult;FRS;Z;false;false
DIAD02;Dinner Adult;FRS;Z;false;false
DIAD03;Dinner Adult;FRS;Z;false;false
DIAD04;Dinner Adult;FRS;Z;false;false
DIAD05;Dinner Adult;FRS;Z;false;false
DIAD06;Dinner Adult;FRS;Z;false;false
DIAD07;Dinner Adult;FRS;Z;false;false
DIAD08;Dinner Adult;FRS;Z;false;false
DIAD09;Dinner Adult;FRS;Z;false;false
DIAD10;Dinner Adult;FRS;Z;false;false
DIAD11;Dinner Adult;FRS;Z;false;false
DIAD12;Dinner Adult;FRS;Z;false;false
DIAD13;Dinner Adult;FRS;Z;false;false
DIAD14;Dinner Adult;FRS;Z;false;false
DIAD15;Dinner Adult;FRS;Z;false;false
DIAD16;Dinner Adult;FRS;Z;false;false
DIAD17;Dinner Adult;FRS;Z;false;false
DIAD18;Dinner Adult;FRS;Z;false;false
DIAD19;Dinner Adult;FRS;Z;false;false
DIAD20;Dinner Adult;FRS;Z;false;false
DIAD21;Dinner Adult;FRS;Z;false;false
DIAD22;Dinner Adult;FRS;Z;false;false
DIAD23;Dinner Adult;FRS;Z;false;false
DIAD24;Dinner Adult;FRS;Z;false;false
DIAD25;Dinner Adult;FRS;Z;false;false
DIAD26;Dinner Adult;FRS;Z;false;false
DIAD27;Dinner Adult;FRS;Z;false;false
DIAD28;Dinner Adult;FRS;Z;false;false
DICH01;Dinner Child;FRS;Z;false;false
DICH02;Dinner Child;FRS;Z;false;false
DICH03;Dinner Child;FRS;Z;false;false
DICH04;Dinner Child;FRS;Z;false;false
DICH05;Dinner Child;FRS;Z;false;false
DICR01;Dinner Credit;FRS;Z;false;false
DIVE1;Dive includes equipment;FRS;Z;false;false
DONAT1;Donation;FRS;Z;false;false
DONAT2;Donation 2;FRS;Z;false;false
DPTOTE;Deluxe Park Tote;FRS;Z;false;false
DRBR1;Dining Room and Bar;FRS;Z;false;false
DRINK1;DRINKS;FRS;Z;false;false
DRINK2;SAPHIR DRINKS 8;FRS;Z;false;false
DRRA01;Driving Range;FRS;Z;false;false
EARL01;Early Checkin;FRS;Z;false;false
EARL02;Early Checkin;FRS;Z;false;false
EARL03;Early Checkin;FRS;Z;false;false
ELF001;Elf on the Shelf;FRS;Z;false;false
ELOIS1;Eloise Amenity;FRS;Z;false;false
ELOIS2;Eloise Amenity;FRS;Z;false;false
ELOIS3;Eloise Amenity;FRS;Z;false;false
ELOIS4;Eloise Amenity;FRS;Z;false;false
EMKINS;EMK Institute;FRS;Z;false;false
ENTM;ENTERTAINMENT;FRS;Z;false;false
EPAD01;EP Plan Adult;FRS;Z;false;false
EPAD02;EP Plan Adult;FRS;Z;false;false
EPAD03;EP Plan Adult;FRS;Z;false;false
EPAD04;EP Plan Adult;FRS;Z;false;false
EPAD05;EP Plan Adult;FRS;Z;false;false
EPGA01;EP Plan Grats - Adult;FRS;Z;false;false
EPGA02;EP Plan Grats - Adult;FRS;Z;false;false
EPGA03;EP Plan Grats - Adult;FRS;Z;false;false
EPGA04;EP Plan Grats - Adult;FRS;Z;false;false
EPGA05;EP Plan Grats - Adult;FRS;Z;false;false
ETL;ETL TAX;FRS;Z;false;false
EXC001;Executive Club Access;FRS;Z;false;false
EXC002;Executive Club Access;FRS;Z;false;false
EXC003;Executive Club Access;FRS;Z;false;false
EXC004;Executive Club Access;FRS;Z;false;false
EXC005;Executive Club Access;FRS;Z;false;false
EXC006;Executive Club Access;FRS;Z;false;false
EXC007;Executive Club Access;FRS;Z;false;false
EXC008;Executive Club Access;FRS;Z;false;false
EXC009;Executive Club Access;FRS;Z;false;false
EXC010;Executive Club Access;FRS;Z;false;false
EXGA01;Exotic Garden Entrance;FRS;Z;false;false
EXIN01;Experience inclusions;FRS;Z;false;false
FAGO01;Fairmont Gold Access;FRS;Z;false;false
FAGO02;Fairmont Gold Access;FRS;Z;false;false
FAGO03;Fairmont Gold Access;FRS;Z;false;false
FBAD01;Full Board - Adult;FRS;Z;false;false
FBAD02;Full Board - Adult;FRS;Z;false;false
FBAD03;Full Board - Adult;FRS;Z;false;false
FBAD04;Full Board - Adult;FRS;Z;false;false
FBAD05;Full Board - Adult;FRS;Z;false;false
FBAD06;Full Board - Adult;FRS;Z;false;false
FBAD07;Full Board - Adult;FRS;Z;false;false
FBCH01;Full Board Child;FRS;Z;false;false
FBCH02;Full Board Child;FRS;Z;false;false
FBCR01;Food and Beverage Credit;FRS;Z;false;false
FBCR02;Food and Beverage Credit;FRS;Z;false;false
FBCR03;Food and Beverage Credit;FRS;Z;false;false
FBCR04;Food and Beverage Credit;FRS;Z;false;false
FBCR05;Food and Beverage Credit;FRS;Z;false;false
FBCR06;Food and Beverage Credit;FRS;Z;false;false
FBCR07;Food and Beverage Credit;FRS;Z;false;false
FBCR08;Food and Beverage Credit;FRS;Z;false;false
FBCR09;Food and Beverage Credit;FRS;Z;false;false
FBCR10;Food and Beverage Credit;FRS;Z;false;false
FBGA01;Full Board Grats - Adult;FRS;Z;false;false
FBGA02;Full Board Grats - Adult;FRS;Z;false;false
FBGA03;Full Board Grats - Adult;FRS;Z;false;false
FBGA04;Full Board Grats - Adult;FRS;Z;false;false
FBGA05;Full Board Grats - Adult;FRS;Z;false;false
FBGA06;Full Board Grats - Adult;FRS;Z;false;false
FBGA07;Full Board Grats - Adult;FRS;Z;false;false
FBGR10;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGR11;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGR12;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGR13;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGR14;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGR15;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGR16;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGR17;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGR18;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGR19;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGR20;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGR21;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGRA1;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGRA2;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGRA3;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGRA4;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGRA5;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGRA6;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGRA7;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGRA8;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGRA9;Food and Beverage Grats - Adult;FRS;Z;false;false
FBGRC1;Food and Beverage Grats - Child;FRS;Z;false;false
FCLT01;Facial Treatment;FRS;Z;false;false
FITN01;Fitness;FRS;Z;false;false
FITN02;Fitness;FRS;Z;false;false
FITN03;Fitness;FRS;Z;false;false
FLOWE1;Flowers;FRS;Z;false;false
FLOWE2;Flowers;FRS;Z;false;false
FLOWE3;Flowers;FRS;Z;false;false
FLOWER;Flowers;FRS;Z;false;false
FP01;Food Plan FP;FRS;Z;false;false
FP02;Food Plan FP;FRS;Z;false;false
FP03;Food Plan;FRS;Z;false;false
FP04;Food Plan;FRS;Z;false;false
FP05;Food Plan;FRS;Z;false;false
FPAD01;FP Adult;FRS;Z;false;false
FPAD02;FP Adult;FRS;Z;false;false
FPAD03;FP Adult;FRS;Z;false;false
FPAD04;FP adult;FRS;Z;false;false
FPAD05;FP adult;FRS;Z;false;false
FPAD06;FP adult;FRS;Z;false;false
FPAD07;FP Adult;FRS;Z;false;false
FPCH01;FP Child;FRS;Z;false;false
FPCH02;FP Child;FRS;Z;false;false
FPCH03;FP Child;FRS;Z;false;false
FPCH04;FP CHILD;FRS;Z;false;false
FPCH05;FP Child;FRS;Z;false;false
FPCH06;FP child;FRS;Z;false;false
FPCH07;FP child;FRS;Z;false;false
FPCH08;FP child;FRS;Z;false;false
FPCH09;FP Child;FRS;Z;false;false
FPCH10;FP CHILD;FRS;Z;false;false
FRNT01;Free Night;FRS;Z;false;false
FRNT02;Free Night;FRS;Z;false;false
FRNT03;Free Night;FRS;Z;false;false
FRNT04;Free Night;FRS;Z;false;false
FRNT05;Free Night;FRS;Z;false;false
FRPLAT;Fruit Platter;FRS;Z;false;false
FRYO01;Frozen Yogurt;FRS;Z;false;false
GADR01;Game Drive;FRS;Z;false;false
GGCHA1;Grey Goose Championship;FRS;Z;false;false
GICA01;Gift Card;FRS;Z;false;false
GICA02;Gift Card;FRS;Z;false;false
GOLF01;Golf;FRS;Z;false;false
GOLF02;Golf;FRS;Z;false;false
GOLF03;Golf;FRS;Z;false;false
GOLF04;Golf;FRS;Z;false;false
GOLF05;Golf;FRS;Z;false;false
GOLF06;Golf;FRS;Z;false;false
GRAA01;Grats Adult;FRS;Z;false;false
GRAA02;Grats Adult;FRS;Z;false;false
GRAA03;Grats Adult;FRS;Z;false;false
GRAA04;Grats Adult;FRS;Z;false;false
GRAA05;Grats Adult;FRS;Z;false;false
GRAA06;Grats Adult;FRS;Z;false;false
GRAA07;Grats Adult;FRS;Z;false;false
GRAA08;Grats Adult;FRS;Z;false;false
GRAA09;Grats Adult;FRS;Z;false;false
GRAA10;Grats Adult;FRS;Z;false;false
GRAA11;Grats Adult;FRS;Z;false;false
GRAA12;Grats adult;FRS;Z;false;false
GRAA13;Grats adult;FRS;Z;false;false
GRAA14;Grats adult;FRS;Z;false;false
GRAA15;Grats adult;FRS;Z;false;false
GRAC01;Grats Child;FRS;Z;false;false
GRAC02;Grats Child;FRS;Z;false;false
GRAC03;Grats Child;FRS;Z;false;false
GRAC04;Grats Child;FRS;Z;false;false
GRAC05;Grats Child;FRS;Z;false;false
GRAC06;Grats Child;FRS;Z;false;false
GRAC07;Grats Child;FRS;Z;false;false
GRAC08;Grats Child;FRS;Z;false;false
GRAC09;Grats Child;FRS;Z;false;false
GRAC10;Grats Child;FRS;Z;false;false
GRAC11;Grats Child;FRS;Z;false;false
GRAC12;Grats Child;FRS;Z;false;false
GRAC13;Grats Child;FRS;Z;false;false
GRAC14;Grats child;FRS;Z;false;false
GRAC15;Grats child;FRS;Z;false;false
GRAC16;Grats child;FRS;Z;false;false
GRAC17;Grats child;FRS;Z;false;false
GRAC18;Grats child;FRS;Z;false;false
GRAD01;Grats adl;FRS;Z;false;false
GRAT;Gratuite;FRS;Z;false;false
GRAT1;Gratuite;FRS;Z;false;false
GRAT10;Grats;FRS;Z;false;false
GRAT11;Grats;FRS;Z;false;false
GRAT12;Grats;FRS;Z;false;false
GRAT2;Gratuite;FRS;Z;false;false
GRAT3;Grats;FRS;Z;false;false
GRAT4;Grats;FRS;Z;false;false
GRAT5;Grats;FRS;Z;false;false
GRAT6;Grats;FRS;Z;false;false
GRAT7;Grats;FRS;Z;false;false
GRAT8;Grats;FRS;Z;false;false
GRAT9;Grats;FRS;Z;false;false
GREEN1;Green Package;FRS;Z;false;false
GROU01;Group;FRS;Z;false;false
GROU02;Group;FRS;Z;false;false
GRPA01;Group Package Inclusions;FRS;Z;false;false
GRPA02;Group Package Inclusions;FRS;Z;false;false
GRPA03;Group Package Inclusions;FRS;Z;false;false
GRPA04;Group Package Inclusions;FRS;Z;false;false
GRPA05;Group Package Inclusions;FRS;Z;false;false
HAAD01;Hajj Adult;FRS;Z;false;false
HAAD02;Hajj Adult;FRS;Z;false;false
HAAD03;Hajj Adult;FRS;Z;false;false
HACH01;Hadj Child;FRS;Z;false;false
HACH02;Hadj Child;FRS;Z;false;false
HBAD01;Half Board Adult;FRS;Z;false;false
HBAD02;Half Board Adult;FRS;Z;false;false
HBAD03;Half Board Adult;FRS;Z;false;false
HBAD04;Half Board Adult;FRS;Z;false;false
HBCH01;Half Board Child;FRS;Z;false;false
HBCH02;Half Board Child;FRS;Z;false;false
HECL01;Health Club;FRS;Z;false;false
HMAD1;Himalayas & St Andrews Tour;FRS;Z;false;false
HOCR01;Hotel Credit;FRS;Z;false;false
HOCR02;Hotel Credit;FRS;Z;false;false
HOCR03;Hotel Credit;FRS;Z;false;false
HOCR04;Hotel Credit;FRS;Z;false;false
HOCR05;Hotel Credit;FRS;Z;false;false
HOCR06;Hotel Credit;FRS;Z;false;false
HOCR07;Hotel Credit;FRS;Z;false;false
HOCR08;Hotel Credit;FRS;Z;false;false
HOCR09;Hotel Credit;FRS;Z;false;false
HOCR10;Hotel Credit;FRS;Z;false;false
HOOFF1;Hotel Offer;FRS;Z;false;false
HOOFF2;Hotel Offer;FRS;Z;false;false
HORI01;Horseback Riding;FRS;Z;false;false
HOSE01;Hotel Service;FRS;Z;false;false
HOSE02;Hotel Service;FRS;Z;false;false
HOSE03;Hotel Service;FRS;Z;false;false
HOSE04;Hotel Service;FRS;Z;false;false
HOSE05;Hotel Service;FRS;Z;false;false
HOTOU1;Hotel Tour;FRS;Z;false;false
HOTTOD;Hot Toddy;FRS;Z;false;false
HSIA01;HSIA;FRS;Z;false;false
HSIA02;HSIA;FRS;Z;false;false
HSIA03;HSIA;FRS;Z;false;false
HSIA04;HSIA;FRS;Z;false;false
HSIA05;HSIA;FRS;Z;false;false
ICESK1;Ice Skating;FRS;Z;false;false
IFTAD1;Iftar Adult;FRS;Z;false;false
IFTAD2;Iftar Adult;FRS;Z;false;false
IFTCH1;Iftar Child;FRS;Z;false;false
IFTCH2;Iftar Child;FRS;Z;false;false
INSTA1;Instagram;FRS;Z;false;false
IRBF01;In Room Breakfast;FRS;Z;false;false
IRDR01;In Room Dinner;FRS;Z;false;false
JIMKD1;Jimmy Keyes Dinner;FRS;Z;false;false
JIMKD2;Jimmy Keyes Dinner;FRS;Z;false;false
JIMKG1;Jimmy Keyes Grats;FRS;Z;false;false
JIMKG2;Jimmy Keyes Grats;FRS;Z;false;false
JTP01;Jasper Telescope & Planetarium;FRS;Z;false;false
JTP02;Jasper Telescope & Planetarium;FRS;Z;false;false
JTP03;Jasper Telescope & Planetarium;FRS;Z;false;false
JTP04;Jasper Telescope & Planetarium;FRS;Z;false;false
JTP05;Jasper Telescope & Planetarium;FRS;Z;false;false
JTP06;Jasper Telescope & Planetarium;FRS;Z;false;false
JTP07;Jasper Telescope & Planetarium;FRS;Z;false;false
JTP08;Jasper Telescope & Planetarium;FRS;Z;false;false
JTP09;Jasper Telescope & Planetarium;FRS;Z;false;false
KAISER;KAISER MP;FRS;Z;false;false
KASR1;Kaiser MP;FRS;Z;false;false
KIDPA1;Kids Package;FRS;Z;false;false
KIROB1;Kids Robes;FRS;Z;false;false
LACAN1;Lafarge Canada;FRS;Z;false;false
LACAN2;Lafarge Canada;FRS;Z;false;false
LAKWO1;Lakeshore Workout;FRS;Z;false;false
LATEC1;Late Check Out;FRS;Z;false;false
LATEC2;Late Checkout;FRS;Z;false;false
LATEC3;Late Checkout;FRS;Z;false;false
LAUN01;Laundry;FRS;Z;false;false
LAUN02;Laundry;FRS;Z;false;false
LFTT1;Lift Ticket Adult;FRS;Z;false;false
LFTT2;Lift Ticket Child;FRS;Z;false;false
LIMO01;Limousine Transfer;FRS;Z;false;false
LIMO02;Limousine transfer;FRS;Z;false;false
LIMO03;Return Limousine transfer;FRS;Z;false;false
LIMO04;Limousine transfer;FRS;Z;false;false
LIMO05;Limousine transfer;FRS;Z;false;false
LLPPA1;LLP Package;FRS;Z;false;false
LOUNG2;Confederation lounge;FRS;Z;false;false
LUAD01;Lunch Adult;FRS;Z;false;false
LUAD02;Lunch Adult;FRS;Z;false;false
LUAD03;Lunch Adult;FRS;Z;false;false
LUAD04;Lunch Adult;FRS;Z;false;false
LUAD05;Lunch Adult;FRS;Z;false;false
LUAD06;Lunch;FRS;Z;false;false
LUAD07;LUNCH;FRS;Z;false;false
LUAD08;LUNCH;FRS;Z;false;false
LUAD09;LUNCH;FRS;Z;false;false
LUAD10;LUNCH;FRS;Z;false;false
LUAD11;LUUNCH;FRS;Z;false;false
LUAD12;LUNCH;FRS;Z;false;false
LUAD13;LUNCH;FRS;Z;false;false
LUAD14;LUNCH;FRS;Z;false;false
LUAD15;LUNCH;FRS;Z;false;false
LUAD16;Lunch Adult;FRS;Z;false;false
LUAD17;Lunch;FRS;Z;false;false
LUAD18;Lunch Adult;FRS;Z;false;false
LUAU01;Luau;FRS;Z;false;false
LUCH01;Lunch Child;FRS;Z;false;false
LUCH02;Lunch Child;FRS;Z;false;false
LUCH03;Lunch Child;FRS;Z;false;false
LUCH04;Lunch Child;FRS;Z;false;false
LUCH05;Lunch Child;FRS;Z;false;false
LUXES1;Luxury Escapes;FRS;Z;false;false
LUXES2;Luxury Escapes;FRS;Z;false;false
MA01;Massage;FRS;Z;false;false
MA02;Massage;FRS;Z;false;false
MAGB0;Consortia Breakfast Comp nights;FRS;Z;false;false
MAGB03;Consortia Breakfast Comp nights 3;FRS;Z;false;false
MAGB04;Consortia Breakfast Comp nights 4;FRS;Z;false;false
MAGB05;Consortia Breakfast Comp nights 5;FRS;Z;false;false
MAGBB;Consortia ONLY Free Breakfast;FRS;Z;false;false
MAGBP;Consortia Breakfast Paid nights;FRS;Z;false;false
MAGBP3;Consortia Breakfast Paid nights 3;FRS;Z;false;false
MAGBP4;Consortia Breakfast Paid nights 4;FRS;Z;false;false
MAGBP5;Consortia Breakfast Paid nights 5;FRS;Z;false;false
MAKEUP;Makeup Application;FRS;Z;false;false
MECH01;Meat and Cheese Platter;FRS;Z;false;false
MEPL1A;Meal Plan Adult;FRS;Z;false;false
MEPL2A;Meal Plan Adult;FRS;Z;false;false
MEPL3A;Meal Plan Adult;FRS;Z;false;false
MEPL4A;Meal Plan Adult;FRS;Z;false;false
MEPL5A;Meal Plan Adult;FRS;Z;false;false
MEPL6A;Meal Plan Adult;FRS;Z;false;false
MEPL7A;Meal Plan Adult;FRS;Z;false;false
MEPL8A;Meal Plan Adult;FRS;Z;false;false
MEPL9A;Meal Plan Adult;FRS;Z;false;false
MEPLA1;Meal Plan - Adult;FRS;Z;false;false
MEPLA2;Meal Plan - Adult;FRS;Z;false;false
MEPLA3;Meal Plan - Adult;FRS;Z;false;false
MEPLA4;Meal Plan - Adult;FRS;Z;false;false
MEPLA5;Meal Plan - Adult;FRS;Z;false;false
MEPLA6;Meal Plan - Adult;FRS;Z;false;false
MEPLA7;Meal Plan - Adult;FRS;Z;false;false
MEPLA8;Meal Plan - Adult;FRS;Z;false;false
MEPLA9;Meal Plan - Adult;FRS;Z;false;false
MEPLC1;Meal Plan Child;FRS;Z;false;false
MEPLC2;Meal Plan Child;FRS;Z;false;false
MEPLC3;Meal Plan Child;FRS;Z;false;false
MEPLC4;Meal Plan Child;FRS;Z;false;false
MEPLC5;Meal Plan Child;FRS;Z;false;false
MEPLN1;Meal Plan - Adult;FRS;Z;false;false
MEPLN2;Meal Plan - Adult;FRS;Z;false;false
MEPLN3;Meal Plan - Adult;FRS;Z;false;false
MEPLN4;Meal Plan - Adult;FRS;Z;false;false
MIBAR1;Minibar Credit;FRS;Z;false;false
MICRO1;Microwave;FRS;Z;false;false
MINIFR;Mini Fridge;FRS;Z;false;false
MISC1;Miscellaneous;FRS;Z;false;false
MISC2;Miscellaneous;FRS;Z;false;false
MOR01;Morning;FRS;Z;false;false
MOR02;Morning  ALL;FRS;Z;false;false
MOR03;Morning ALL;FRS;Z;false;false
MOR04;Morning;FRS;Z;false;false
MOR05;Morning;FRS;Z;false;false
MOR10;Morning;FRS;Z;false;false
MORN04;MORNING ALL;FRS;Z;false;false
MORN05;Morning ALL;FRS;Z;false;false
MORN06;Morning all;FRS;Z;false;false
MORN07;Morning all;FRS;Z;false;false
MORN08;Morning all;FRS;Z;false;false
MORN09;Morning all;FRS;Z;false;false
MORN10;Morning all;FRS;Z;false;false
MPGA01;Meal Plan Grats - Adult;FRS;Z;false;false
MPGA02;Meal Plan Grats - Adult;FRS;Z;false;false
MPGA03;Meal Plan Grats - Adult;FRS;Z;false;false
MPGA04;Meal Plan Grats - Adult;FRS;Z;false;false
MPGA05;Meal Plan Grats - Adult;FRS;Z;false;false
MPGA06;Meal Plan Grats - Adult;FRS;Z;false;false
MPGA07;Meal Plan Grats - Adult;FRS;Z;false;false
MPGA08;Meal Plan Grats - Adult;FRS;Z;false;false
MPGA09;Meal Plan Grats - Adult;FRS;Z;false;false
MPGA10;Meal Plan Grats - Adult;FRS;Z;false;false
MPGA11;Meal Plan Grats - Adult;FRS;Z;false;false
MPGA12;Meal Plan Grats - Adult;FRS;Z;false;false
MUSTC1;MUSICAL TICKET;FRS;Z;false;false
MUTIC1;Museum Ticket Child;FRS;Z;false;false
NAMBA1;Namba Night Tour;FRS;Z;false;false
NOTUSE;Not Use;FRS;Z;false;false
NUBU01;Nusantara Buffet;FRS;Z;false;false
NYBKA1;New Years Breakfast Adult;FRS;Z;false;false
NYEAD1;New Years Eve - Adult;FRS;Z;false;false
