code;description;type;family;a;b
TENNI1;Outdoor tennis court;TENNIS;P;False;False
TENNI2;Indoor tennis court;TENNIS;P;False;False
TENNI3;Tennis lessons;TENNIS;P;False;False
TENNIS;Tennis;TENNIS;P;False;False
TEQUIC;Hard tennis court;TENNIS;P;False;False
ACCOMP;Companion Discovery Week;THALAS;P;False;False
ANTABA;Stop Smoking Program;THALAS;P;False;False
ASTRES;Detox Week;THALAS;P;False;False
BEAU4J;4-day Natural Beauty treatment package;THALAS;P;False;False
C4SAIS;The Four Seasons of Health;THALAS;P;False;False
CADOCP;Total Freedom;THALAS;P;False;False
CANTIT;Stop Smoking;THALAS;P;False;False
CAP50;Over-50s;THALAS;P;False;False
CAPDST;Slim & Slender :​ Detox;THALAS;P;False;False
CAPMCF;Cap M\u00E9nopause;THALAS;P;False;False
CAPMSI;Slim & Slender :​ Toning;THALAS;P;False;False
CATABA;Anti-Tabac;THALAS;P;False;False
CBEABS;Beaut\u00E9 Absolue;THALAS;P;False;False
CBECAR;Wellness Your Way;THALAS;P;False;False
CCORSI;Corsica Training;THALAS;P;False;False
CDEBE2;Discover well-being;THALAS;P;False;False
CDEDE2;Discover relaxation;THALAS;P;False;False
CDEFIS;Mon D\u00E9fi Sant\u00E9;THALAS;P;False;False
CDETEC;C\u00E9lestins 6-day Relaxing;THALAS;P;False;False
CDETOX;Detox Week;THALAS;P;False;False
CELIXI;ELIXIR DE JOUVENCE;THALAS;P;False;False
CEMACT;6-day Emerald Active treatment package;THALAS;P;False;False
CENERG;Energie Vitale;THALAS;P;False;False
CEPEAU;6-day Radiant Skin treatment package;THALAS;P;False;False
CEQHAR;Balance & Harmony;THALAS;P;False;False
CEQUIL;Equilibre et Sant\u00E9;THALAS;P;False;False
CESCAP;Escapade treatment package;THALAS;P;False;False
CESMED;Les Essences de la M\u00E9diterrann\u00E9e;THALAS;P;False;False
CESSEC;Corsican Essentials;THALAS;P;False;False
CESSEN;6-day Essential treatment package;THALAS;P;False;False
CEVABE;Berber Beauty Escape;THALAS;P;False;False
CFBEVI;Fitness & Wellness :​ Vitality;THALAS;P;False;False
CFITNE;Ma Thalasso Fitness;THALAS;P;False;False
CFOSIL;Forme et Silhouette;THALAS;P;False;False
CFUMAM;Future Mother;THALAS;P;False;False
CGIARD;I Giardini di Tropea;THALAS;P;False;False
CGOLBE;Golf and Well-Being;THALAS;P;False;False
CGOLFS;Thalassa Golf & Spa;THALAS;P;False;False
CINDU2;Indulgence for Two;THALAS;P;False;False
CKIBLI;Kib\ Freely;THALAS;P;False;False
CLIGNE;Ligne et Equilibre;THALAS;P;False;False
CLMINC;6-day Slimming treatment package;THALAS;P;False;False
CMABUL;The Ultimate in Thalassotherapy;THALAS;P;False;False
CMAGOL;Golf & Thalasso;THALAS;P;False;False
CMERSO;Sea of Sleep;THALAS;P;False;False
CMESOM;Sea of Sleep;THALAS;P;False;False
CMIEUX;Stress D\u00E9tox;THALAS;P;False;False
CMINDE;Firm Up Your Figure Program;THALAS;P;False;False
CMINST;Slimming Starter;THALAS;P;False;False
CMINTO;Toning;THALAS;P;False;False
MSTRAT;Meeting Room Strategy;TAGS;S;False;False
THERM;Thermal baths;THERMA;P;False;False
S2UV;Royal Villa;ROOMVI;A;True;False
V12P;Villa 1 bedroom 2 persons;ROOMVI;A;True;False
V14P;Villa 1 bedroom 4 persons;ROOMVI;A;True;False
V1A;Villa 1 Bedroom Dlx;ROOMVI;A;True;False
V1ABH;Villa 1 Bedroom Deluxe On Beach;ROOMVI;A;True;False
V1B;Villa 1 Bedroom Sup;ROOMVI;A;True;False
V1C;Villa 1 Bedroom Std;ROOMVI;A;True;False
V1CH;Villa 1 Bedroom Classic Terrace ADA;ROOMVI;A;True;False
V1CH1;Villa 1 Bedroom Classic Terrace ADA Tub;ROOMVI;A;True;False
V1CLV;Villa 1 Bedroom Std Lake V;ROOMVI;A;True;False
V1D;Villa 1 Bedroom Classic;ROOMVI;A;True;False
V1DH1;Villa 1 Bedroom Classic Balcony ADA;ROOMVI;A;True;False
V1E;Villa 1 Bedroom Exc;ROOMVI;A;True;False
V24P;Villa 2 bedroom for 4 persons;ROOMVI;A;True;False
V25P;Villa 2 bedroom 5 persons;ROOMVI;A;True;False
V26P;Villa 2 bedroom for 6 persons;ROOMVI;A;True;False
V2A;Villa 2 Bedroom Dlx;ROOMVI;A;True;False
V2AOV;Villa 2 Bedroom Dlx Ocean V;ROOMVI;A;True;False
V2B;Villa 2 Bedroom Sup;ROOMVI;A;True;False
V2BH1;Sea Villa 1 Bedroom Classic Terrace ADA;ROOMVI;A;True;False
V2BOV;Villa Two Bed Room;ROOMVI;A;True;False
V2C;Villa 2 Bedroom Std;ROOMVI;A;True;False
V2CDP;Villa 2 Bedroom Sup Duplex;ROOMVI;A;True;False
V2CH;Villa 1 Bedroom 2 QN Classic Terrace ADA;ROOMVI;A;True;False
V2COV;Villa 2 Bedroom Std Ocean V;ROOMVI;A;True;False
V2D;Villa 2 bedrooom Classic;ROOMVI;A;True;False
V2DDP;Villa 2 Bedroom Std Duplex;ROOMVI;A;True;False
V2DH1;Villa 1 Bedroom 2 QN Classic Balcony ADA;ROOMVI;A;True;False
V36P;Villa 3 bedroom 6 persons;ROOMVI;A;True;False
V38P;Villa 3 bedroom 8 persons;ROOMVI;A;True;False
V3A;Villa 3 Bedroom Dlx;ROOMVI;A;True;False
V3B;Villa 3 Bedroom Sup;ROOMVI;A;True;False
V3BDP;Villa 3 Bedrooms Sup Duplex;ROOMVI;A;True;False
V3BGV;Villa 3 Bedrooms Sup Golf V;ROOMVI;A;True;False
V3C;Villa 3 Bedrooms Std;ROOMVI;A;True;False
V4A;Villa 4 bedroom Dlx;ROOMVI;A;True;False
V4ABH;Villa 4 Bedroom Deluxe On Beach;ROOMVI;A;True;False
V4B;Villa 4 Bedroom Sup;ROOMVI;A;True;False
V5A;Villa 5 Bedroom Dlx;ROOMVI;A;True;False
V5B;Villa 5 Bedroom Sup;ROOMVI;A;True;False
V5C;Villa 5 Bedroom Std;ROOMVI;A;True;False
VAAOF;Villa 1Db + 2Sg beds Dlx Ocean F;ROOMVI;A;True;False
VBB;Villa 2 Kg beds sup;ROOMVI;A;True;False
VBEOF;Villa 3 Kg beds Exec Ocean F;ROOMVI;A;True;False
VCA;Villa 1 Kg bed Dlx;ROOMVI;A;True;False
VCB;Villa 1 Kg bed Sup;ROOMVI;A;True;False
VCE;Villa 1 Kg bed Exec;ROOMVI;A;True;False
VDA;Villa 2 Sg beds Dlx;ROOMVI;A;True;False
VDB;Villa 2 Sg beds Sup;ROOMVI;A;True;False
VDE;Villa 2 Sg beds Exec;ROOMVI;A;True;False
EBOAT;Boat excursions;WATER;P;False;False
FBEAC1;Private beach;WATER;P;False;False
FBEACH;Private beach;WATER;P;False;False
FISH;Deep sea fishing\/​Sea fishing;WATER;P;False;False
GLASS;Glass bottom boat;WATER;P;False;False
JETSK;Jet skiing;WATER;P;False;False
KAYAK;Kayaking;WATER;P;False;False
PARA;Parasailing;WATER;P;False;False
PEDALO;Pedal boat;WATER;P;False;False
PLON;Snorkelling\/​Scuba diving center;WATER;P;False;False
RAFT;Rafting;WATER;P;False;False
ROWING;Rowing;WATER;P;False;False
SAILIN;Sailing facilities;WATER;P;False;False
SKIN;Water skiing;WATER;P;False;False
WIND;Wind surfing facilities;WATER;P;False;False
ACC24;Reception is open 24\/​7;GENROO;H;False;False
ACCAU;Reception opening hours Austria;GENROO;H;False;False
ACCDE;Reception opening hours Germany;GENROO;H;False;False
ACCFR;Reception opening hours France;GENROO;H;False;False
ACCGI;Reception opening hours;GENROO;H;False;False
ACCSP;Reception opening hours:​ Spain;GENROO;H;False;False
APA;Magnifique Appartement;GENROO;Z;False;False
APPTNB;Total number of apartments;GENROO;H;False;False
ATOUT1;Advantage 1;GENROO;H;False;False
ATOUT2;Advantage 2;GENROO;H;False;False
ATOUT3;Advantage 3;GENROO;H;False;False
ATOUT4;Advantage 4;GENROO;H;False;False
ATOUT5;Advantage 5;GENROO;H;False;False
BRMAG;Brand magazine;GENROO;H;False;False
BUNGAL;Bungalows;GENROO;Z;False;False
BUNGNB;Total number bungalows & villas;GENROO;H;False;False
BUNROO;Bungalows & Apartments;GENROO;Z;False;False
CITYFR;City info via france;GENROO;Z;False;False
CLASRO;Classic Room;GENROO;Z;False;False
COCOON;Cocoon Room Etap;GENROO;H;False;False
CONRNB;Connecting rooms;GENROO;H;False;False
CONROO;Confort room;GENROO;A;True;False
COQCOT;Poppy room;GENROO;H;False;False
COQLGF;2003 room France;GENROO;H;False;False
COQLGT;Poppy room light;GENROO;H;False;False
COQNWF;New Coquelicot Room France;GENROO;H;False;False
CREAM1;F&B highlight 1;GENROO;H;False;False
CREAM2;F&B highlight 2;GENROO;H;False;False
CREAM3;F&B highlight 3;GENROO;H;False;False
DAC;Automatic room allocator;GENROO;H;False;False
DWATM1;Atmosphere section description 1;GENROO;Z;False;False
DWATM2;Atmosphere section description 2;GENROO;Z;False;False
DWATM3;Atmosphere section description 3;GENROO;Z;False;False
DWATM4;Atmosphere section description 4;GENROO;Z;False;False
DWBANK;Web description banqueting;GENROO;S;False;False
DWBAR;BAR description;GENROO;Z;False;False
DWBRK;Web breakfast description;GENROO;Z;False;False
DWBUS1;Web business description 1;GENROO;Z;False;False
DWBUS2;Web business description 2;GENROO;Z;False;False
DWBUS3;Web business description 3;GENROO;Z;False;False
DWCART;Web maporma;GENROO;Z;False;False
DWCCL;Web conclusion hotel message;GENROO;Z;False;False
DWCCS;Web description conclusion stay;GENROO;Z;False;False
DWCHLD;Web description Child;GENROO;Z;False;False
DWCITY;City Description;GENROO;Z;False;False
DWCONT;Web contacts;GENROO;Z;False;False
DWDES1;Web generic description 1;GENROO;Z;False;False
DWDES2;Web generic description 2;GENROO;Z;False;False
DWDES3;Web generic description 3;GENROO;Z;False;False
DWDEST;Web destination description;GENROO;Z;False;False
MTG015;Small Meeting Room 7-15 pax;MTROOM;S;False;False
MTG030;Medium Meeting Room 16-30 pax;MTROOM;S;False;False
GOLF;Golf;GOLF;P;False;False
GOLF1;Golf course 18 holes;GOLF;P;False;False
GOLF2;Golf course 9 holes;GOLF;P;False;False
GOLF3;Golf lessons;GOLF;P;False;False
GOLF4;Mini golf;GOLF;P;False;False
GOLF5;Golf practice facilities;GOLF;P;False;False
GOLF7;Golf course 27 holes;GOLF;P;False;False
GOLF8;Golf course 6 holes;GOLF;P;False;False
GOLFF;Green fee;GOLF;P;False;False
GOLFFG;French Golf Federation;GOLF;P;False;False
PUTTI;Golf putting green;GOLF;P;False;False
ACCSEC;Compliant with Accor safety stds;SECURI;Z;False;False
ADCBFO;Auto. doors can be forced open;SECURI;C;False;False
AEDONS;Defibrillator on site AED​;SECURI;C;False;False
ASC;Annual safety inspections;SECURI;C;False;False
AUTORE;Auto. recall elevators;SECURI;C;False;False
AVDLPC;Visual alarms in public areas;SECURI;H;False;False
BACKUP;Emergency back-up generator;SECURI;C;False;False
CAM24H;Video surv. monitored;SECURI;C;False;False
CAMREC;Video surv. recorded;SECURI;C;False;False
CMDICP;CO detection in car park;SECURI;C;False;False
CREWSE;Meets Accor staff safety stds;SECURI;Z;False;False
DS;Dry standpipe;SECURI;C;False;False
ELAEE;Emerg. lighting at emerg. exits;SECURI;C;False;False
EMER1;Emergency exit map;SECURI;H;False;False
ENTRY;Video camera at bldg entrance;SECURI;C;False;False
EXTDOO;Exterior doors auto. lock;SECURI;C;False;False
FIREEX;Fire extingu. in public areas;SECURI;C;False;False
FIRELA;Comply with all local fire law;SECURI;C;False;False
FIRELI;Auto. linked to fire station;SECURI;C;False;False
FSF;Fire safety system;SECURI;C;False;False
GENELE;Emergency electric generator;SECURI;H;False;False
HALLAU;Aud. smoke alarm in all hallways;SECURI;C;False;False
HALLVI;Visual alarms in hallways;SECURI;C;False;False
HMSAFE;Complies w. Htl Safety Act 1990;SECURI;C;False;False
HRDWIR;All smoke detectors hard-wired;SECURI;C;False;False
INTACC;Room interior entrance only;SECURI;C;False;False
KEYELE;Secu floor access with room key;SECURI;C;False;False
KEYID;Replace guest room key security;SECURI;C;False;False
KEYPUB;Health club access with key;SECURI;C;False;False
MULTEX;Emergency exits for each floor;SECURI;C;False;False
NATSEC;Compliant national safety regs;SECURI;Z;False;False
PARKCA;Video surv. in parking;SECURI;C;False;False
PARKGA;Controled access parking;SECURI;C;False;False
PARKLI;Parking equipped with lights;SECURI;C;False;False
PARKPA;Patrolled parking;SECURI;C;False;False
PBASWS;Park with sand pit;SECURI;C;False;False
PUBADD;Public address system;SECURI;C;False;False
PUBAUB;Aud. smoke alarm in public areas;SECURI;C;False;False
PUBCAM;Video surv. in public areas;SECURI;C;False;False
PUBSPR;Sprinklers in public areas;SECURI;C;False;False
RPBG;Break glass emergency phone;SECURI;C;False;False
SAFECO;Building current local codes;SECURI;C;False;False
SASDH;Loudspeaker system;SECURI;H;False;False
SECUR;24 hour security staff;SECURI;C;False;False
SEFC;Smoke extractors in corridors;SECURI;C;False;False
SEFCP;Smoke extractors in car park;SECURI;C;False;False
SEFPA;Smoke extractors in public areas;SECURI;C;False;False
SMKPU2;Smoke detectors in public areas;SECURI;C;False;False
SMKPUB;Smoke alarm in public areas;SECURI;Z;False;False
SPINK2;Sprinklers in hallways;SECURI;C;False;False
108;Complimentary self service laundry;Huazhu;H;False;False
122;Shops and commercial services;Huazhu;P;False;False
137;Complimentary in-room coffee or tea;Huazhu;R;False;False
14;Business library;Huazhu;H;False;False
151;Welcome gift;Huazhu;R;False;False
165;Lounges\/​bars;Huazhu;H;False;False
17;Check cashing policy;Huazhu;Z;False;False
170;International calls;Huazhu;R;False;False
191;Ballroom;Huazhu;R;False;False
219;Courtesy car;Huazhu;H;False;False
226;Catering Service;Huazhu;R;False;False
228;Slippers;Huazhu;R;False;False
237;Dish-cleaning supplies;Huazhu;R;False;False
242;Instant hot water;Huazhu;R;False;False
257;Gulf view;Huazhu;Z;False;False
271;Separate toilet area;Huazhu;R;False;False
278;Umbrellas;Huazhu;H;False;False
34;Dual voltage Outlet;Huazhu;R;False;False
341;Caf\u00E9 Bar;Huazhu;H;False;False
5;Floors;Huazhu;Z;False;False
58;Laundry\/​Valet service;Huazhu;H;False;False
76;Office supplies;Huazhu;R;False;False
76HAC;Restaurant;Huazhu;H;False;False
77;Room service;Huazhu;Z;False;False
80;Security;Huazhu;H;False;False
84;Spa;Huazhu;H;False;False
9;BBQ\/​Picnic area;Huazhu;P;False;False
94;Separate closet;Huazhu;R;False;False
96;Meeting facilities;Huazhu;S;False;False
AS;Artistic Suite;ROOMHZ;A;True;False
ASK;Artistic Superior Double Room;ROOMHZ;A;True;False
ASQ;Superior double room A;ROOMHZ;A;True;False
ASS;Artistic Suite;ROOMHZ;A;True;False
AST;Artistic Superior Twin Room;ROOMHZ;A;True;False
ATR;Twin Room A;ROOMHZ;A;True;False
BBR;Bunk Beds Room;ROOMHZ;A;True;False
CCT;Classical Twin Room;ROOMHZ;A;True;False
CDC;Business Double Room with Computer​;ROOMHZ;A;True;False
CDR;Business Double Room;ROOMHZ;A;True;False
CFR;Business Family Room;ROOMHZ;A;True;False
CKR;Classical Double Room;ROOMHZ;A;True;False
CQC;Business Superior Room with Computer​;ROOMHZ;A;True;False
CSS;Business Suite;ROOMHZ;A;True;False
CTR;Business Twin Room;ROOMHZ;A;True;False
DK1;Superior King Room;ROOMHZ;A;True;False
DKR;Superior Special Double Room;ROOMHZ;A;True;False
DPD;Duplex Double Room;ROOMHZ;A;True;False
DR;Double Room;ROOMHZ;A;True;False
DRA;Double Room A;ROOMHZ;A;True;False
DRB;Double Room;ROOMHZ;A;True;False
DSH;Superior Suite;ROOMHZ;A;True;False
DT0;Parent-Child Room;ROOMHZ;A;True;False
DTR;Deluxe Twin Room;ROOMHZ;A;True;False
DWR;Water Bed Room;ROOMHZ;A;True;False
EKR;Elegant Double Room;ROOMHZ;A;True;False
ESR;Elegant Suite;ROOMHZ;A;True;False
ESS;Executive Suite;ROOMHZ;A;True;False
GKR;Gorgeous Double Room;ROOMHZ;A;True;False
GTR;Gorgeous Twin Room;ROOMHZ;A;True;False
HZD1;Double room 1;ROOMHZ;A;True;False
HZD2;Double room 2;ROOMHZ;A;True;False
HZD3;Double room 3;ROOMHZ;A;True;False
HZD4;Double room 4;ROOMHZ;A;True;False
HZD5;Double room 5;ROOMHZ;A;True;False
HZD6;Double room 6;ROOMHZ;A;True;False
HZD7;Double room 7;ROOMHZ;A;True;False
HZD8;Double room 8;ROOMHZ;A;True;False
HZD9;Double room 9;ROOMHZ;A;True;False
HZF1;Family room;ROOMHZ;A;True;False
HZF2;Family room 2;ROOMHZ;A;True;False
HZI1;Single room 1;ROOMHZ;A;True;False
HZI2;Single room 2;ROOMHZ;A;True;False
HZO1;Special offer room;ROOMHZ;A;True;False
HZP1;Specific room;ROOMHZ;A;True;False
HZP2;Specific room 2;ROOMHZ;A;True;False
HZR1;Triple room;ROOMHZ;A;True;False
HZS1;Suite 1;ROOMHZ;A;True;False
HZS2;Suite 2;ROOMHZ;A;True;False
HZS3;Suite 3;ROOMHZ;A;True;False
AIRC;Air conditioning;RAMINI;H;False;False
AIRCOL;Air Cooling System;RAMINI;H;False;False
AIRP;Pulse air;RAMINI;H;False;False
BATHM;Bath Menu;RAMINI;R;False;False
BILL;TV with on-screen billing info;RAMINI;H;False;False
CHAIR;rolling seats;RAMINI;R;False;False
CONBED;Bedding concept;RAMINI;R;False;False
CONTV;Connectivity Panel;RAMINI;R;False;False
COOMU;Connecting rooms available;RAMINI;H;False;False
COVZY;Nightcove Zyken;RAMINI;Z;False;False
COVZYK;Nightcove Zyken;RAMINI;Z;False;False
DATA;Data port in room;RAMINI;H;False;False
DOCSTA;Docking station;RAMINI;R;False;False
DRAPEO;Blackout curtains;RAMINI;R;False;False
EXPRES;Express check in;RAMINI;H;False;False
EXPROU;Express check out;RAMINI;H;False;False
FERA;Iron in room;RAMINI;Z;False;False
FERAR;Iron at reception;RAMINI;Z;False;False
HAIRD2;Hair dryer in bedroom;RAMINI;R;False;False
ICE;Ice machine;RAMINI;H;False;False
IRONIN;Ironing board and flat-iron;RAMINI;R;False;False
LAMPDE;Adjustable desk lamp;RAMINI;R;False;False
LUXFR;Luxury French brand amenities;RAMINI;H;False;False
MINFRE;Mini bar with free soft drinks;RAMINI;R;False;False
MIRROR;Full-length mirror;RAMINI;R;False;False
MMHUB;Multimedia hub;RAMINI;R;False;False
NWBED;Sweet Bed;RAMINI;R;False;False
PAPER;Free morning newspaper;RAMINI;H;False;False
PDJCH;Breakfast in bed;RAMINI;Z;False;False
PILOWM;Pillow Menu;RAMINI;H;False;False
POTS;Pots\/​Pans\/​Dishes;RAMINI;H;False;False
PRESS;Trouser press in room;RAMINI;H;False;False
SAFE;Safe deposit box in room;RAMINI;H;False;False
SAUNA;Sauna in bathroom;RAMINI;H;False;False
SPA;Spa\/​Jacuzzi in bathroom;RAMINI;H;False;False
TURN;Turn down service;RAMINI;H;False;False
VACUUM;Vacuum cleaner;RAMINI;R;False;False
VOLT2;220\/​240 V AC;RAMINI;H;False;False
VOLT3;110\/​120 V AC;RAMINI;H;False;False
WATER;Free in-room mineral water;RAMINI;H;False;False
BKSPA;Book a spa;INSTHA;Z;False;False
BUTSPA;Spa Butler;INSTHA;Z;False;False
DACL;Days of closure;INSTHA;H;False;False
DIARES;Dietary restaurant;INSTHA;H;False;False
DWMESI;Institute manager message;INSTHA;H;False;False
INSHOT;Institute connected to the hotel;INSTHA;H;False;False
INSTHT;Institute near the hotel;INSTHA;H;False;False
KYNE;Kynesis;INSTHA;Z;False;False
NATSPA;Natural SPA;INSTHA;Z;False;False
NUTCON;Nutrition Conferences;INSTHA;H;False;False
OPHR;Opening hours;INSTHA;H;False;False
RESTR;Rest room;INSTHA;H;False;False
SHOTHA;Shop;INSTHA;H;False;False
SOSPA;So Spa;INSTHA;Z;False;False
SPAT;Spa treatment;INSTHA;H;False;False
THESPA;Thermal Spa;INSTHA;P;False;False
TISAN;Tearoom;INSTHA;H;False;False
IDP08;IDP2008;IDP;Z;False;False
IDP09;IDP2009;IDP;Z;False;False
IDP10;IDP2010;IDP;Z;False;False
APT6;6 BEDS APPARTMENT;ROOMJO;A;True;False
BK812;Bed in a 8-12 people;ROOMJO;A;True;False
BNK12F;BED 12 PRIVATE F;ROOMJO;A;True;False
BUNK10;Bed in a Shared Ten Beds Dorm;ROOMJO;A;True;False
BUNK12;BED 12 PRIVATE;ROOMJO;A;True;False
BUNK4;BED QUAD ENSUITE;ROOMJO;A;True;False
BUNK46;mixted shared room;ROOMJO;A;True;False
BUNK4F;Bed in a Shared Female Four Beds Dorm;ROOMJO;A;True;False
BUNK5;BED 5 ENSUITE;ROOMJO;A;True;False
BUNK6;Bed in a Shared Six beds Dorm;ROOMJO;A;True;False
BUNK68;1 bed in 6-8 people;ROOMJO;A;True;False
BUNK6F;Bed in a Shared Female Six Beds Dorm;ROOMJO;A;True;False
BUNK8;BED 8 MIXED;ROOMJO;A;True;False
BUNK8F;1 Bed in a 8 beds;ROOMJO;A;True;False
BUNKH;ROOMJO - Jo&Joe Rooms;ROOMJO;A;True;False
CAB2;CABIN ROOM;ROOMJO;A;True;False
FAM4T;1 dbl+2sgl\/​2adt+2chd\/​family with Terrace;ROOMJO;A;True;False
OOO10;Out of the Ordinary  10 beds;ROOMJO;A;True;False
OOO10P;Out of the Ordinary  10 beds PV;ROOMJO;A;True;False
OOO2;DELUXE DOUBLE ENSUITE;ROOMJO;A;True;False
OOO6;Out of Ordinary 6 beds;ROOMJO;A;True;False
OOO6P;Out of Ordinary 6 beds PV;ROOMJO;A;True;False
TO10FP;Together 10 beds Fem PV;ROOMJO;A;True;False
TO10US;Together 10 dbl bed;ROOMJO;A;True;False
TO12US;Together 10 dbl bed;ROOMJO;A;True;False
TO8US;Together 8 dbl bed;ROOMJO;A;True;False
TOG10;Together 10 beds;ROOMJO;A;True;False
TOG10F;Together 10 beds Fem;ROOMJO;A;True;False
TOG10P;Together 10 beds PV;ROOMJO;A;True;False
TOG12;Together 12 beds;ROOMJO;A;True;False
TOG12F;Together 12 beds Fem;ROOMJO;A;True;False
TOG12P;Together 12 beds PV;ROOMJO;A;True;False
TOG3;Triple Ensuite Room;ROOMJO;A;True;False
TOG4;Quad Ensuite Room;ROOMJO;A;True;False
TOG4F;Private Four Females Dorm;ROOMJO;A;True;False
TOG4H;Quad Ensuite Room Accessible;ROOMJO;A;True;False
TOG4T;Quad Ensuite Room Terrace;ROOMJO;A;True;False
TOG5;Private Bedroom for 5 people;ROOMJO;A;True;False
TOG6;Private Six beds Dorm;ROOMJO;A;True;False
TOG6F;Private Six Females Dorm;ROOMJO;A;True;False
TOG6H;Private Six beds Dorm Accessible;ROOMJO;A;True;False
TOG7;Together 7 beds;ROOMJO;A;True;False
TOG7P;Together 7 beds PV;ROOMJO;A;True;False
TOG8;Together 8 beds;ROOMJO;A;True;False
TOG8F;Together B beds;ROOMJO;A;True;False
TOG8P;Together 8 beds PV;ROOMJO;A;True;False
TOG8T;Private Eight beds Dorm with Terrace;ROOMJO;A;True;False
Y2T;Yours for 2 Terrace;ROOMJO;A;True;False
Y30;Yours for 4;ROOMJO;A;True;False
Y3O;Yours for 5;ROOMJO;A;True;False
AR;Arabic;LANGUA;H;False;False
BR;Brazilian;LANGUA;H;False;False
CH;OLD Chinese Mandarin do not use​;LANGUA;H;False;False
DA;Danish;LANGUA;H;False;False
DE;German;LANGUA;H;False;False
EN;English;LANGUA;H;False;False
ES;Spanish;LANGUA;H;False;False
FR;French;LANGUA;H;False;False
GB;OLD English do not use​;LANGUA;H;False;False
ID;Indonesian;LANGUA;H;False;False
IT;Italian;LANGUA;H;False;False
JA;Japanese;LANGUA;H;False;False
JP;OLD Japanese do not use​;LANGUA;H;False;False
KO;Korean;LANGUA;H;False;False
NL;Dutch;LANGUA;H;False;False
PL;Polish;LANGUA;H;False;False
PT;Portuguese;LANGUA;H;False;False
RU;Russian;LANGUA;H;False;False
SV;Swedish;LANGUA;H;False;False
SW;OLD Swedish do not use​;LANGUA;H;False;False
TH;Thai;LANGUA;H;False;False
TK;Turkish;LANGUA;H;False;False
UR;OLD Russian do not use​;LANGUA;H;False;False
VI;Vietnamese;LANGUA;H;False;False
ZH;Chinese Mandarin;LANGUA;H;False;False
ABLEI;Alcoholic Beverage;RESTAU;H;False;False
ALCHI1;All inclusive Package Children;RESTAU;M;False;False
APERIT;Aperitif;RESTAU;Z;False;False
BKLEI;Leisure Breakfast;RESTAU;H;False;False
BREAK1;Break;RESTAU;Z;False;False
BREAKK;Break;RESTAU;Z;False;False
BRUNC;Brunch;RESTAU;Z;False;False
BRUNC1;Brunch;RESTAU;Z;False;False
BRUNC2;Brunch;RESTAU;Z;False;False
BRUNC3;Brunch;RESTAU;Z;False;False
CLDSNA;Cold snack;RESTAU;Z;False;False
COCKT1;Cocktails;RESTAU;Z;False;False
COCKTA;Cocktails;RESTAU;Z;False;False
DIBUFF;Buffet dinner;RESTAU;Z;False;False
DILEI;Leisure Dinner;RESTAU;H;False;False
DRINKS;Drinks;RESTAU;H;False;False
DWOPNT;Web OpenTable reservation;RESTAU;Z;False;False
EXTDRI;Extra drink;RESTAU;Z;False;False
FBSPEC;Welcome F& B special conditions;RESTAU;Z;False;False
FRAICH;Fraiche concept;RESTAU;Z;False;False
GMBREA;Member Rate Breakfast;RESTAU;H;False;False
HOTMEA;Hot meal;RESTAU;Z;False;False
LNLEI;Leisure Lunch;RESTAU;H;False;False
LUBUFF;Buffet lunch;RESTAU;Z;False;False
MBFBBD;Breakfast;RESTAU;H;False;False
MBKAME;American breakfast;RESTAU;H;False;False
MBKCHN;Chinese Breakfast;RESTAU;H;False;False
MBKDIS;Discounted Breakfast Adult;RESTAU;B;False;False
MBREA1;Breakfast;RESTAU;H;False;False
MBREA2;Breakfast;RESTAU;H;False;False
MBREA3;Breakfast;RESTAU;H;False;False
MBREAK;Breakfast;RESTAU;H;False;False
MBUFF1;Buffet breakfast;RESTAU;H;False;False
MBUFF2;Buffet breakfast;RESTAU;H;False;False
MBUFF3;Buffet breakfast;RESTAU;H;False;False
MCARTE;A la carte breakfast;RESTAU;Z;False;False
MCHIL1;Children\s breakfast;RESTAU;H;False;False
MCHIL2;Children\s breakfast;RESTAU;H;False;False
MCHILD;Children\s breakfast;RESTAU;H;False;False
MCHRI1;Christmas Eve dinner;RESTAU;H;False;False
MCHRI2;Christmas Eve dinner;RESTAU;H;False;False
MCHRIS;Christmas Eve dinner;RESTAU;H;False;False
MCONT;Continental breakfast;RESTAU;H;False;False
MCONT1;Continental breakfast;RESTAU;H;False;False
MDIN1;Dinner;RESTAU;H;False;False
MDIN2;Dinner;RESTAU;H;False;False
MDIN3;Dinner;RESTAU;H;False;False
MDIN4;Dinner;RESTAU;H;False;False
MENGL;English breakfast;RESTAU;H;False;False
MKID;Child\s meal;RESTAU;H;False;False
ALARM;Alarm clock;MESWAK;R;False;False
MESSA;Message alert;MESWAK;R;False;False
VOICE;Voicemail;MESWAK;R;False;False
WAKE;Operator wake up call;MESWAK;R;False;False
WAKE1;Automatic wake up call;MESWAK;R;False;False
DBBMY1;1 Db bed Sup MY1;MYROOM;A;True;False
DBBMY2;1 Db bed Sup MY2;MYROOM;A;True;False
DBBMY3;1 Db bed Sup MY3;MYROOM;A;True;False
DBBMY4;1 Db bed Sup MY4;MYROOM;A;True;False
DBBMY5;1 Db bed Sup MY5;MYROOM;A;True;False
DBBMY6;1 Db bed Sup MY6;MYROOM;A;True;False
DBCMY1;1 Db bed Std MY1;MYROOM;A;True;False
DBCMY2;1 Db bed Std MY2;MYROOM;A;True;False
